Date,Name,Text
2022-03-11,Стенограмма заседания парламента (2022.03.11),"major companies and brands in the United States and Europe are now shutting down operations in Russia one after another. I won't give you a specific name, but Japanese companies are also shut down operations and factories"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"as for Sakhalin 1, in the movement to strengthen international sanctions against Russia, we are responding appropriately in step with the G7 while fully considering the perspective of Japan's stable energy supply"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"The next question is also related, but now you are sending helmets and bulletproof vests from our country to Ukraine. I think it's a good thing"
2022-03-11,Стенограмма заседания парламента (2022.03.11),the international community is united to support Ukraine and is taking an unprecedented response
2022-03-11,Стенограмма заседания парламента (2022.03.11),"In order to safeguard the foundation of the international order against Russia's invasion of Ukraine this time, we believe that it is necessary to act resolutely in unity with the international community, including the G7"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"Russia's argument is that Ukraine was doing various things at nuclear power plant facilities. The opposite of justice is not evil, but there is also another idea of justice. That's how Russia is invading with justice as a shield"
2022-03-11,Стенограмма заседания парламента (2022.03.11),it has been occupied by Russia like this now. The nuclear power plant facility was attacked. It's definitely not fiction
2022-03-16,Стенограмма заседания парламента (2022.03.16),"witnessing the reality of Russia's invasion of Ukraine, we we I feel that it is necessary to recognize it again as the host country, and on top of that, to send it to the outside side."
2022-03-16,Стенограмма заседания парламента (2022.03.16),"considering the recent international situation, such as Russia's invasion of Ukraine, there are also complex issues such as diplomacy"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"This Russian invasion of Ukraine will never be allowed, and I myself strongly condemn it. About three weeks have passed since Russia's invasion of Ukraine, but while the situation is getting worse, no ceasefire agreement has yet been reached"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"Regarding Russia's participation in the Osaka and Kansai World Expos, we will respond appropriately as a government based on the future situation."
2022-03-16,Стенограмма заседания парламента (2022.03.16),Russia's military invasion of Ukraine is a violation of international law and should be put on an immediate ceasefire
2022-03-16,Стенограмма заседания парламента (2022.03.16),"I would like to pray for the peace of those who died in this military invasion, and I would like to express my heartfelt sympathy to those who were injured and those who are being evacuated in their hometowns. We are eager to have a ceasefire as soon as possible"
2022-03-16,Стенограмма заседания парламента (2022.03.16),Many lives were lost in Russia's military invasion of Ukraine. And Russia's military invasion is still going on
2022-03-16,Стенограмма заседания парламента (2022.03.16),"There are various theories about what kind of met it was planned for President Putin to move on to this military invasion and invasion that no one had predicted, or how did he step into such a thing?"
2022-03-16,Стенограмма заседания парламента (2022.03.16),a quick victory in a strike was Putin's assumption
2022-03-16,Стенограмма заседания парламента (2022.03.16),we are not in a position to comment on the Russian side's thoughts on this invasion of Ukraine
2022-03-16,Стенограмма заседания парламента (2022.03.16),we are trying to stop Russia with economic sanctions and withdraw troops
2022-03-16,Стенограмма заседания парламента (2022.03.16),"at the Japan-Russia summit in May 2016, an eight-item cooperation plan was agreed as economic cooperation with Russia, and until today, it has been true. It has been applied"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"cooperation that helps to improve the standard of medical care and extend the healthy life expectancy of the Russian people. It's a very good thing, but I think it's like that they're being asked whether they're doing this kind of cooperation with countries that are messing up Ukrainian medical care and taking the lives of Ukrainian people"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"based on the current Russia's invasion of Ukraine, it is no longer possible to continue the relationship with Russia as before, and this is already a basic understanding"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"regarding government projects related to cooperation in the economic sector with Russia, we will respond while paying attention to energy security and humanitarian considerations based on international discussions"
2022-03-16,Стенограмма заседания парламента (2022.03.16),it is no longer possible to continue relations with Russia as before
2022-03-16,Стенограмма заседания парламента (2022.03.16),"regarding government projects related to cooperation in the economic field with Russia, it will be repeated, but it is basic that we will postpone it for the time being"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"the international community will condemn Russia with its right hand and impose sanctions, while saying that it will do economic cooperation where it can be done with its left hand"
2022-03-16,Стенограмма заседания парламента (2022.03.16),holding shares in Russian companies or holding bonds will lead to supporting Russia and supporting Russia for the time being. I think there will be such a thing as international criticism
2022-03-16,Стенограмма заседания парламента (2022.03.16),"these problems such as diplomacy, security, human rights, etc. can occur without interruption"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"an invitation Expo letter was sent to Russia, and an expression of participation was made. I think this is a difficult decision"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"Regarding Russia's participation in the Osaka and Kansai World Expo, we would like to respond appropriately as a government based on the future situation"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"what Russia is doing now is a life-threatening present, so if you invite this country that cannot be consistent to our country and do PR for your own country"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"the current invasion of Ukraine by Russia is not compatible with this philosophy, which is the theme of the Osaka and Kansai World Expo, ""Design of a future society that shines with life"""
2022-03-16,Стенограмма заседания парламента (2022.03.16),"These countries are important partners who share universal values such as human rights and democracy, and we want to further strengthen cooperation"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"The invasion of Ukraine by the Russian Putin regime not only violates the UN Charter, but also violates international humanitarian law that should be observed in any war, such as attacks on civilians"
2022-03-16,Стенограмма заседания парламента (2022.03.16),"Japan has agreed to the resolution and joined the co-proponer country, and many countries have agreed and have been lobbying to join the co-proponer country. As the committee said just now, there are five countries that oppose it, Russia, Belarus, North Korea, Syria, Eritrea, and these countries. And there are thirty-five abstentines, which is what China, India, Vietnam, Laos, Mongolia"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"this is really Russia's challenge to the international order, and the change of the status quo by force, which is never allowed"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"but it is not the attack on Pearl Harbor, a complete indiscriminate bombing like Russia is doing now"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"The situation is fluid, and Japan will continue to pay close attention to the situation in Russia, respond quickly, and make utmost to ensure the safety of Japanese residing"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"Based on the fact that Russia's invasion continues to be invaded, the local situation has deteriorated, the need for humanitarian assistance in Ukraine is increasing, and neighboring countries that are accepting refugees from Ukraine are facing a difficult situation"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"and if you look at what Putin is doing this time, he's doing something impossible, so there's a possibility that an authoritarian state will do the same thing"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"I dare to say that they are criminals, including Putin, like this, but I am freezing the assets of criminals"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"there will only be a few such authoritarian countries in the world, and such countries will invade other countries, of course, Japan, various territories and territorial waters of Japan"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"I believe that this will be the security against the tyranny, runaway, and dictatorship of a kind of authoritarian state in a country where freedom, human rights and equality under the law are common values"
2022-03-23,Стенограмма заседания парламента (2022.03.23),China will be subject to sanctions when it provides economic support to Russia.
2022-03-23,Стенограмма заседания парламента (2022.03.23),"China and Russia, as I just said, are extremely dictatorial countries"
2022-03-23,Стенограмма заседания парламента (2022.03.23),President Biden is in a position that the United States and Russia over Ukraine I understand that the expression World War III is used to refer to armed conflict
2022-03-23,Стенограмма заседания парламента (2022.03.23),"the United States has only responded in a restrained way to Russia, which is a permanent member of the United Nations Security and has nuclear weapons. As I just said, World War III is in trouble"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"I think that if information control is strong in that country, it will be easier to do such things if there is an extremely dictatorial power, and if there is a dictatorial power. Putin is the same this time. In the past, Hitler was like that, Putin was like that, and Lukashenko, this president of Belarus is also in a democratic form, this is the president who has taken power, but after a certain period of time It has become an extremely dictatorial situation, and it has become a state that forgives such violent, barbaric, criminal acts"
2022-03-23,Стенограмма заседания парламента (2022.03.23),China's so-called anti-foreign sanctions law and Russian control over information
2022-03-23,Стенограмма заседания парламента (2022.03.23),"both this law in China and the law in Russia are extremely restricting the press, and not only the press is very repressive not only in control but also on individual statements"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"Russia's Putin regime, extremely, restricts the press, suppresses personal statements, and immediately goes to jail"
2022-03-23,Стенограмма заседания парламента (2022.03.23),"the current response of the Russian side to shift the responsibility to Japan is extremely unfair. And I will definitely not accept it, and I strongly protest"
2022-03-23,Стенограмма заседания парламента (2022.03.23),We believe that there is no situation to promote cooperation in the new economic field in relation to Russia
2022-03-23,Стенограмма заседания парламента (2022.03.23),I still don't think it's possible to assume anything in the future with Putin's current Russia
2022-03-23,Стенограмма заседания парламента (2022.03.23),I believe that it is important to surround the Putin regime with international public opinion while making proper and accurate criticisms of these
2022-03-23,Стенограмма заседания парламента (2022.03.23),"Russia and China, which is now rapidly closing its distance"
2022-03-30,Стенограмма заседания парламента (2022.03.30),sanctions against Russia are extremely important
2022-03-30,Стенограмма заседания парламента (2022.03.30),"Japan believes that in order to put an end to Russia's invasion of Ukraine and force the withdrawal of Russian troops as soon as possible, it is necessary to take strong sanctions against Russia, together with the G7 countries and the international community"
2022-03-30,Стенограмма заседания парламента (2022.03.30),to the current Diet session a bill to amend the law to revoke Russia's most-favored-nation status
2022-03-30,Стенограмма заседания парламента (2022.03.30),we do not believe that Japan is in a position to advance new cooperation with Russia in the economic field
2022-03-30,Стенограмма заседания парламента (2022.03.30),"With the war in Ukraine caused by Russia's outrageous actions resulting in a large number of refugees, the Japanese government must also provide support to these people"
2022-03-30,Стенограмма заседания парламента (2022.03.30),someone said that Russia has become a big North Korea
2022-03-30,Стенограмма заседания парламента (2022.03.30),Some have pointed out that Russia has become a big rogue state like North Korea
2022-03-30,Стенограмма заседания парламента (2022.03.30),We believe that Russia's annexation of Crimea in 2014 and its current invasion of Ukraine are clear violations of international law and an attempt to change the status quo by force
2022-03-30,Стенограмма заседания парламента (2022.03.30),China and Russia are doing similar things
2022-03-30,Стенограмма заседания парламента (2022.03.30),the impact of the Russia-Ukraine war is enormous
2022-03-30,Стенограмма заседания парламента (2022.03.30),"Russian President Putin has made clear his intention to require payment in rubles for natural gas sold to so-called unfriendly countries such as the United States, Europe, and Japan"
2022-03-30,Стенограмма заседания парламента (2022.03.30),"Russia is currently invading Ukraine, and there are serious concerns about the humanitarian situation of Ukrainian refugees"
2022-03-30,Стенограмма заседания парламента (2022.03.30),"Russia's recent military invasion of Ukraine is an act that destroys the international order, which is based on universal principles such as the rule of law and respect for fundamental human rights, and it is absolutely unacceptable."
2022-03-30,Стенограмма заседания парламента (2022.03.30),"just because we are Russian does not automatically mean we support the war, that we are against it"
2022-03-30,Стенограмма заседания парламента (2022.03.30),to use such international public opinion to surround and isolate the Putin regime in Russia
2022-03-30,Стенограмма заседания парламента (2022.03.30),it is important to surround and isolate the Putin regime with public opinion
2022-04-06,Стенограмма заседания парламента (2022.04.06),we cannot tolerate Russia's invasion of Ukraine under any circumstances
2022-04-06,Стенограмма заседания парламента (2022.04.06),"Russia is a neighboring country. Given the ongoing military provocations not only from Russia, but from other countries as well, how can we deter aggression?"
2022-04-06,Стенограмма заседания парламента (2022.04.06),the situation regarding relations with Russia has changed significantly in many ways
2022-04-06,Стенограмма заседания парламента (2022.04.06),Russia has clearly designated Japan as an unfriendly country
2022-04-06,Стенограмма заседания парламента (2022.04.06),we should lobby for a resolution to be passed in the General Assembly to deny Russia's legitimacy and remove it from the P5 permanent membership of the Security Council
2022-04-06,Стенограмма заседания парламента (2022.04.06),we must think about how to allow Russia to make a soft landing in the international community in the medium to long term
2022-04-06,Стенограмма заседания парламента (2022.04.06),"Mr. Putin, while rejecting Lenin and so-called communism, I cannot help but feel that we are currently trying to revive the imperialistic thinking of Nicholas I"
2022-04-06,Стенограмма заседания парламента (2022.04.06),"Rezanov had similar plans to invade Japan in the past, so we are truly sorry and saddened by the incident in Ukraine, but we believe that this is not something that only affects other people, and that unless we recognize that incidents in the West will happen in the East, we will not be able to protect the independence of our country"
2022-04-06,Стенограмма заседания парламента (2022.04.06),"In Ukraine, the atrocities committed by Russian troops against civilians have come to light, shocking the world."
2022-04-06,Стенограмма заседания парламента (2022.04.06),Russia's responsibility must be strictly held accountable
2022-04-13,Стенограмма заседания парламента (2022.04.13),"Regarding Russia's annexation of Crimea, we recognize it as a violation of international law"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"These types of genocide, whether committed by China or Russia, have caused the international community to become concerned about genocide."
2022-04-13,Стенограмма заседания парламента (2022.04.13),"Russia, which is said to be a big North Korea, and China, which is said to be a big North Korea"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"Russia also has many problems, but China is right next to us"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"Russia is using chemical weapons, and I understand that the situation is becoming extremely serious"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"it is easy to make Russia the villain, and that we should have more diverse perspectives"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"if we cannot fight Russia to the very end and, for example, do something about Mr. Putin, then I believe that we will ultimately have to reach a ceasefire"
2022-04-13,Стенограмма заседания парламента (2022.04.13),economic sanctions or the provision of weapons will not lead to a ceasefire and will only anger Russia
2022-04-13,Стенограмма заседания парламента (2022.04.13),negotiations will not be realized easily if the argument is that Russia is 100% in the wrong and that Mr. Putin will be captured and executed
2022-04-13,Стенограмма заседания парламента (2022.04.13),it is necessary to impose strong sanctions against Russia to encourage it to listen to the voice of the international community and stop its aggression
2022-04-13,Стенограмма заседания парламента (2022.04.13),strengthening strong sanctions is extremely important in creating an environment in which it is more beneficial for Russia and for Mr. Putin to pursue peace than the status quo
2022-04-13,Стенограмма заседания парламента (2022.04.13),"Putin is mainly claiming that this war was unavoidable in terms of Russia's security. One of the reasons for this is that there was a military threat from NATO. He claims that NATO had made a promise not to expand eastward, and that this promise was unilaterally broken by NATO, so Russia had no choice but to invade in order to protect its own country"
2022-04-13,Стенограмма заседания парламента (2022.04.13),"I understand that Russia is justifying its series of actions by claiming that NATO has abandoned its promise of no eastward expansion, but in any case, Russia's invasion of Ukraine this time is an act that shakes the foundations of the international order"
2022-04-13,Стенограмма заседания парламента (2022.04.13),it seems that you are saying that Russia also had some truth to it
2022-04-13,Стенограмма заседания парламента (2022.04.13),"The cruel and inhumane acts of Russia are becoming evident not only in Bucha near Kyiv, but also in other parts of Ukraine. The killing of so many innocent civilians is a serious violation of international humanitarian law and a war crime that cannot be tolerated. I believe it is necessary to realize a ceasefire as soon as possible and to stop the invasion."
2022-04-13,Стенограмма заседания парламента (2022.04.13),"we have also banned the import of machinery, some timber, vodka and other items from Russia, as you just mentioned, as well as banning new investment in Russia, frozen assets of Russia's largest banks, and further expanded the scope of asset freezes to include Russian military personnel and lawmakers. These five-pronged sanctions have been announced and are being steadily implemented."
2022-04-13,Стенограмма заседания парламента (2022.04.13),the aim of reducing our dependence on Russian energy in our overall energy mix
2022-04-20,Стенограмма заседания парламента (2022.04.20),"I cannot help but feel anger toward the Russian military, who are violating all manner of international law and committing inhumane acts."
2022-04-20,Стенограмма заседания парламента (2022.04.20),Russia must be held strictly accountable for its brutal acts.
2022-04-20,Стенограмма заседания парламента (2022.04.20),Russia is deliberately avoiding using the word war and instead using the term special military operation
2022-04-20,Стенограмма заседания парламента (2022.04.20),"the Russian Foreign Ministry issued a statement saying that it has no intention of continuing peace treaty negotiations with Japan, including on the Northern Territories issue. They said that because of Japan's obvious desire to harm our country, it is impossible to negotiate a document that is fundamental to the relationship between the two countries"
2022-04-20,Стенограмма заседания парламента (2022.04.20),Russia's recent declaration to suspend negotiations is a clear violation of this joint declaration
2022-04-20,Стенограмма заседания парламента (2022.04.20),"regarding the provisions of the revised Russian Constitution, Japan is not in a position to interpret their contents"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"President Putin said that it would continue, this meant that there was a consensus between Russia and Japan that the Northern Territories were being demarcated as a border, and therefore that this did not amount to a territorial cession, and President Putin made his statement based on that understanding"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"when the Russian economy worsens, it tends to come to the negotiating table more, so I think that it is necessary to steadily proceed with the work of removing obstacles that will become an obstacle at such times"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"in light of Russia's nuclear issue and nuclear strategy, I believe there is now considerable public interest in how Japan should prepare for a nuclear attack."
2022-04-20,Стенограмма заседания парламента (2022.04.20),"In response to the current war in Ukraine, Russia has made various allusions to the use of nuclear weapons, and Russia is the only nuclear power that clearly states in its doctrine that it will use nuclear weapons first. In that sense, how should we deal with this neighboring country?"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"thousands of people are being arrested in anti-war demonstrations in Russia. These people are clearly being persecuted for their ideological beliefs. If these people were to come to Japan, would they meet the criteria for being accepted as refugees?"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"Naturally, Russia is reluctant."
2022-04-20,Стенограмма заседания парламента (2022.04.20),"the Republic of Transnistria, where Russian troops are stationed without permission"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"how Japan will confront Russia, which is committing war crimes"
2022-04-20,Стенограмма заседания парламента (2022.04.20),"According to experts, Russia has the right to Hokkaido. I hope that Japanese politicians have not completely forgotten the lessons of World War II and the fate of the Kwantung Army"
2022-04-27,Стенограмма заседания парламента (2022.04.27),"Two months have passed since Russia began its invasion of Ukraine. This must be condemned in the strongest terms, and we must cooperate with the international community to stop it"
2022-04-27,Стенограмма заседания парламента (2022.04.27),"there are ongoing attempts to unilaterally change the status quo by force under the international order, such as Russia's invasion of Ukraine and China's activities in the East and South China Seas"
2022-04-27,Стенограмма заседания парламента (2022.04.27),"Russia's invasion of Ukraine is incompatible with the concept of ""Designing a Future Society for Life,"" which is the theme of the 2025 World Expo, Japan, also known as the Osaka-Kansai Expo."
2022-04-27,Стенограмма заседания парламента (2022.04.27),"as long as Russia remains as it is now, it will be difficult to restore relations with Russia to the way they were before"
2022-04-27,Стенограмма заседания парламента (2022.04.27),"I think the way we interact with Russia with Putin will be completely different from that with Russia without Putin. Even if there is a ceasefire in Ukraine, I don't think we can interact fairly with Russia with Putin."
2022-04-27,Стенограмма заседания парламента (2022.04.27),"our relationship with Russia will need to be reviewed from scratch, as business relations as well are now at great risk"
2022-04-27,Стенограмма заседания парламента (2022.04.27),does the Japanese government consider there to be a risk that Japan will be invaded in the future by a nuclear power like Russia?
2022-04-27,Стенограмма заседания парламента (2022.04.27),"you recognize that Russia, a major power"
2022-04-27,Стенограмма заседания парламента (2022.04.27),if Japan were to be attacked by an aggressor nation like Russia
2022-04-27,Стенограмма заседания парламента (2022.04.27),demonstrating the strong resolve of the international community against Russian aggression.
2022-04-27,Стенограмма заседания парламента (2022.04.27),"we will of course have to cooperate with Russia. The Northern Territories are inherent to our country, so we are extremely sorry that they are being illegally occupied and that we have to ask for rescue in this situation"
2022-10-13,Стенограмма заседания парламента (2022.10.13),"given Russia's aggression in Ukraine, we intend to work persistently to strengthen the functions of the United Nations, including through Security Council reform, in order to restore trust in the United Nations itself, which has been damaged"
2022-10-13,Стенограмма заседания парламента (2022.10.13),"China is the biggest diplomatic issue of the 21st century, so I think it will be very difficult to deal with it. However, there is also the issue of Russia and the issue of the war in Ukraine, so part of me feels that now may be the time to talk with China"
2022-10-13,Стенограмма заседания парламента (2022.10.13),"The situation Japan finds itself in is not just about North Korea's nuclear weapons, but also because Japan is surrounded by nuclear-armed nations such as China, Russia, and North Korea"
2022-10-13,Стенограмма заседания парламента (2022.10.13),nuclear-armed countries such as China and Russia surrounding Japan
2022-10-13,Стенограмма заседания парламента (2022.10.13),"I think it is extremely unusual for the Russian military to be so active in the waters near Japan since the end of the Cold War. I believe that their target is not only Japan, but also the U.S. military bases in Japan"
2022-10-13,Стенограмма заседания парламента (2022.10.13),"missile attacks on Japanese bases, facilities, and U.S. military bases in Japan should not be laughed off as fiction, but should be expected"
2022-10-13,Стенограмма заседания парламента (2022.10.13),"China and Russia have tested anti-satellite weapons, scattering large amounts of debris in outer space, which has led to severe criticism from the international community"
2022-10-21,Стенограмма заседания парламента (2022.10.21),Russia's recent illegal annexation of parts of Ukraine and its missile attacks on civilians and civilian facilities across Ukraine are violations of international law and will never be tolerated
2022-10-21,Стенограмма заседания парламента (2022.10.21),"Japan is firmly determined not to tolerate any attempt to unilaterally change the status quo by force, anywhere in the world, and will continue to work closely with the international community, including the G7, to strongly promote sanctions against Russia and support for Ukraine"
2022-10-21,Стенограмма заседания парламента (2022.10.21),"Although Japan-Russia relations are in a difficult situation due to the situation in Ukraine, Japan remains steadfast in its policy of resolving the territorial issue and concluding a peace treaty. However, given the current situation, we are not in a position to talk about the prospects for peace treaty negotiations."
2022-05-11,Стенограмма заседания парламента (2022.05.11),Russia bears full responsibility for driving Japan-Russia relations into this state
2022-05-11,Стенограмма заседания парламента (2022.05.11),"the basic policy of the Japanese government's diplomacy toward Russia, which is to resolve the territorial issue and conclude a peace treaty, remains unchanged. However, I do not believe that at this point in time we are in a position to comment on our future response to this matter."
2022-05-11,Стенограмма заседания парламента (2022.05.11),we will coordinate with Russia as part of what we need to d
2022-05-11,Стенограмма заседания парламента (2022.05.11),"We are allied with the United States, so I understand that to a certain extent, but I think that when Russia saw this, it may have realised that a major power can do something like this and no one will complain."
2022-05-11,Стенограмма заседания парламента (2022.05.11),It is said that Russia attacked Syria and committed genocide.
2022-05-11,Стенограмма заседания парламента (2022.05.11),we express regret over Russia's refusal to renew the mandate of the Organization for the Prohibition of Chemical Weapons and the United Nations Joint Investigative Mechanism under the United Nations Security Council
2022-05-11,Стенограмма заседания парламента (2022.05.11),"Russia did not receive much criticism from the international community, even though the United States did not have weapons of mass destruction during the Iraq War, and Russia did various things in Syria"
2022-05-11,Стенограмма заседания парламента (2022.05.11),the international community has built up over a long period of time through hard work and many sacrifices is now being threatened by Russia's aggression in Ukraine
2022-05-11,Стенограмма заседания парламента (2022.05.11),"if Russia were to win, there would be nothing we could do"
2022-05-11,Стенограмма заседания парламента (2022.05.11),China is currently building very close ties with Russia due to the Ukraine issue
2022-05-11,Стенограмма заседания парламента (2022.05.11),"with the foundations of the international community being shaken by Russia's aggression in Ukraine, it is important for countries that share fundamental values ​​to unite, and we held frank discussions on the international and regional situations as well as bilateral relations, and confirmed cooperation toward realizing a free and open Indo-Pacific"
2022-10-26,Стенограмма заседания парламента (2022.10.26),the Putin administration of Russia unified the four states is quite similar to when Hitler of Nazi Germany annexed the Sudetenland
2022-10-28,Стенограмма заседания парламента (2022.10.28),"This means that Putin unilaterally asserted that four Ukrainian regions would be annexed to Russia. There is a saying that history repeats itself, and I am aware that dictators have the tendency to repeat similar things. When Hitler Germany invaded the Sudetenland in the Czech Republic, he said that the human rights of Germans in the Czech Republic were being seriously undermined, that the people there were being oppressed, and that therefore we would annex the Sudetenland"
2022-10-28,Стенограмма заседания парламента (2022.10.28),"Putin's process of gaining independence for four states, gaining independence for two states, and annexing the four states follows the same story as Hitler's occupation of the Sudetenland"
2022-10-28,Стенограмма заседания парламента (2022.10.28),Putin's justification is that the Russian residents in the region are being oppressed
2022-10-28,Стенограмма заседания парламента (2022.10.28),"The referendums in Donetsk, Luhansk, Zaporizhia and Kherson in Ukraine - this is in quotation marks - the so-called referendum and Russia's illegal annexation of these regions are an infringement of Ukraine's sovereignty and territorial integrity and a violation of international law, and must never be tolerated and we strongly condemn them"
2022-10-28,Стенограмма заседания парламента (2022.10.28),the territories that have been forcibly placed under Russian temporary control as a result of Russian aggression
2022-10-28,Стенограмма заседания парламента (2022.10.28),"Regarding Russia, the fact that it continues to have the power to exercise veto power in such places, and the power to strip it of that power, is a major problem"
2022-10-28,Стенограмма заседания парламента (2022.10.28),"Japan must respond with great care, reduce their ties with Russia as much as possible, and create a diplomatic wall that will push Russia into a corner and force it to give up on the war"
2022-11-09,Стенограмма заседания парламента (2022.11.09),"now that Russia's invasion of Ukraine is still ongoing, the Japanese government is saying that it will definitely keep pace with the G7, so I think that in this area too, we need to keep pace with other countries"
2022-11-09,Стенограмма заседания парламента (2022.11.09),"Russia's invasion of Ukraine poses three challenges for Japan, and there are many of them, but today I would like to ask mainly about three. One is the issue of the UN crisis, the other is the impact on the Indo-Pacific region, and the third is sanctions against Russia"
2022-11-09,Стенограмма заседания парламента (2022.11.09),"if a nuclear weapon were actually used, by Russia or Putin"
2022-11-09,Стенограмма заседания парламента (2022.11.09),Japan's diplomacy with Russia up until now has been relatively conciliatory
2022-11-09,Стенограмма заседания парламента (2022.11.09),"Japan has persistently pursued peace treaty negotiations under the policy of resolving the territorial issue and concluding a peace treaty, in order to develop Japan-Russia relations as a whole in a wide range of areas that will benefit our national interests"
2022-11-09,Стенограмма заседания парламента (2022.11.09),made it clear that the G7 does not accept irresponsible nuclear rhetoric from Russia
2022-11-11,Стенограмма заседания парламента (2022.11.11),"movements that directly reject this order, such as Russia's invasion of Ukraine, are rampant, and the world is becoming more and more divided"
2022-11-11,Стенограмма заседания парламента (2022.11.11),"why is North Korea launching missiles at such an abnormal speed? I know it's outrageous, but what exactly are North Korea's intentions? Some experts have speculated that Russia may be telling North Korea to do such things."
2022-11-11,Стенограмма заседания парламента (2022.11.11),"Currently, the international order on which the international community has relied is being challenged by events such as Russia's aggression in Ukraine. Japan has responded to this challenge in close cooperation with the international community, including the G7"
2022-11-11,Стенограмма заседания парламента (2022.11.11),Russia's false claims about a dirty bomb cannot be accepted
2022-11-11,Стенограмма заседания парламента (2022.11.11),"Russia has already developed a HEMP weapon, and China and North Korea have also completed the development of even more powerful HEMP weapons"
2022-01-28,Press Conference by Foreign Minister HAYASHI Yoshimasa,Russia’s imminent invasion into Ukraine
2022-01-28,Press Conference by Foreign Minister HAYASHI Yoshimasa,"I would like to refrain from answering the question about Japan’s response in the case of a Russian invasion into Ukraine, as it is a hypothetical question. In any case, we will continue to respond to the situation appropriately in cooperation with other G7 countries and the international community."
2022-01-25,Press Conference by Foreign Minister HAYASHI Yoshimasa,deterring Russia’s adventurism
2022-01-21,Press Conference by Foreign Minister HAYASHI Yoshimasa,Japan is closely following with concern the current Russian military build-up in the area near the border with Ukraine
2022-01-21,Press Conference by Foreign Minister HAYASHI Yoshimasa,"Japan will continue to engage in persistent negotiations with Russia under the policy of resolving the attributions issue and concluding a peace treaty, regardless of the situation in Ukraine."
2022-01-18,Press Conference by Foreign Minister HAYASHI Yoshimasa,Japan has sovereignty over the Four Northern Islands. The Government of Japan will continue to persistently work on this issue under our basic policy of resolving the attribution issue and concluding a peace treaty.
2022-01-14,Press Conference by Foreign Minister HAYASHI Yoshimasa,"Japan has been lodging protests against the strengthening of armaments by the Russian military on the Four Northern Islands, which is incompatible with Japan’s position on the islands and is unacceptable"
2022-01-14,Press Conference by Foreign Minister HAYASHI Yoshimasa,"I believe that what is fundamentally important is resolving the Northern Territories issue itself. In this sense, the Government of Japan will continue with the current approach and persistently work on the negotiations with Russia under the basic policy to resolve the issue of the attribution and conclude a peace treaty."
2022-02-02,Press Conference by Foreign Press Secretary ONO Hikariko,"Regarding Japan’s position and response, we have been requesting Russia to ease tensions and pursue dialogue through diplomatic channels"
2022-02-02,Press Conference by Foreign Press Secretary ONO Hikariko,"during the Japan-Russia Foreign Ministers’ Telephone Talk on November 25, 2021, Foreign Minister Hayashi conveyed to Foreign Minister Lavrov that Japan was concerned about the worsening situation and was closely following the situation with great interest. We have been continuing to urge Russia to ease tensions at various levels."
2022-02-04,Press Conference by Foreign Minister HAYASHI Yoshimasa,Japan is calling on Russia to de-escalate and pursue a dialogue through diplomatic channels.
2022-02-04,Press Conference by Foreign Minister HAYASHI Yoshimasa,"While maintaining close coordination with the United States and other relevant countries, Japan will continue to respond to the situation appropriately"
2022-02-24,Extraordinary Press Conference by Foreign Minister HAYASHI Yoshimasa,It is very regrettable that Russia has invaded Ukraine despite the urging at various levels
2022-02-24,Extraordinary Press Conference by Foreign Minister HAYASHI Yoshimasa,"Russia’s incursion against Ukraine is nothing but an infringement of Ukraine’s sovereignty and territorial integrity, and is clearly a violation of international law"
